"","HUC_i","HUC_j","points_i","length_i","area_i","points_j","length_j","area_j","distance_ij"
"7194",22,32,673,819693.164624,781914542.069,4122,815584.334193,1103268621.73,147531.7105
"7198",32,167,4122,815584.334193,1103268621.73,1567,507664.349505,919263103.236,147591.4312
"7202",193,196,1139,246566.008858,747489017.086,3489,711644.720915,931211320.671,147664.0388
"7203",149,159,3286,832440.708965,527986571.806,5153,282045.166749,188168169.193,147669.3337
"7215",168,398,723,292231.105356,563366373.427,18273,2865499.78312,2853081750.53,147796.5609
"7232",148,398,421,678967.659273,653775833.434,18273,2865499.78312,2853081750.53,148017.5708
"7236",52,155,3322,644082.819848,1222412983.43,17884,2205895.39613,2768996075.97,148052.0228
"7244",55,157,1864,258598.894036,986638704.338,6444,762387.267075,2013881876.76,148119.2034
"7252",154,165,12648,996600.27872,1230838377.06,4422,1834982.23088,1619720716.8,148202.4224
"7255",30,148,13119,4095857.55159,2386103901.41,421,678967.659273,653775833.434,148213.3817
"7259",53,192,4682,912665.799095,1487622720.29,6804,254705.268791,468640572.712,148261.8297
"7260",153,159,5038,635197.844155,774426440.254,5153,282045.166749,188168169.193,148262.1868
"7268",53,190,4682,912665.799095,1487622720.29,11327,1453769.54938,1253986034.33,148344.0073
"7271",171,395,8888,1865098.79141,1899080337.91,4662,897169.710945,2043592767.67,148356.4095
"7276",167,398,1567,507664.349505,919263103.236,18273,2865499.78312,2853081750.53,148425.8838
"7310",163,170,5807,2029951.87686,3143356248.5,9507,921322.489428,902943239.364,148883.8149
"7319",29,160,17370,2752283.46207,1595089814.57,16718,2641165.17254,2206591411.82,148940.2926
"7322",28,162,6049,644498.607186,451560914.395,4472,1087840.26405,1164200708.05,148954.4375
"7327",27,159,13653,2093613.60365,1231105140.44,5153,282045.166749,188168169.193,148988.0942
"7335",53,194,4682,912665.799095,1487622720.29,2623,483442.524083,707446827.694,149030.8387
"7337",54,191,7496,1743542.55719,3588231108.57,12392,851620.791604,1335617285.69,149050.5347
"7351",24,31,11400,1641291.23625,1203390876.26,7791,1386961.45355,1464916864.12,149256.0639
"7368",153,162,5038,635197.844155,774426440.254,4472,1087840.26405,1164200708.05,149443.3937
"7379",32,166,4122,815584.334193,1103268621.73,7947,1973887.79158,2383726910.88,149565.7493
"7403",52,195,3322,644082.819848,1222412983.43,2964,964286.576005,1065870641.82,149947.3124
"7408",153,191,5038,635197.844155,774426440.254,12392,851620.791604,1335617285.69,149997.0712
"7409",165,395,4422,1834982.23088,1619720716.8,4662,897169.710945,2043592767.67,150002.1521
"7414",32,149,4122,815584.334193,1103268621.73,3286,832440.708965,527986571.806,150031.7016
"7418",152,394,4405,401341.364698,370814966.197,19514,2269045.99455,2958449434.35,150059.3433
"7425",30,150,13119,4095857.55159,2386103901.41,17952,3733456.30238,2413788748.91,150129.4423
"7443",162,173,4472,1087840.26405,1164200708.05,1505,658235.945779,635414583.385,150300.9458
"7479",52,193,3322,644082.819848,1222412983.43,1139,246566.008858,747489017.086,150769.994
"7505",174,394,2170,673784.609775,733950779.508,19514,2269045.99455,2958449434.35,151003.2369
"7516",27,154,13653,2093613.60365,1231105140.44,12648,996600.27872,1230838377.06,151116.9211
"7517",195,208,2964,964286.576005,1065870641.82,9352,1548478.95706,1780963677.62,151117.8587
"7526",159,392,5153,282045.166749,188168169.193,9776,1243583.09089,2738416862.82,151269.732
"7531",41,157,11123,820589.353485,977864406.906,6444,762387.267075,2013881876.76,151314.0742
"7541",31,152,7791,1386961.45355,1464916864.12,4405,401341.364698,370814966.197,151454.2939
"7548",157,166,6444,762387.267075,2013881876.76,7947,1973887.79158,2383726910.88,151542.1967
"7567",22,161,673,819693.164624,781914542.069,14629,2385326.96972,2453624839.04,151771.6058
"7568",41,163,11123,820589.353485,977864406.906,5807,2029951.87686,3143356248.5,151774.1262
"7575",54,166,7496,1743542.55719,3588231108.57,7947,1973887.79158,2383726910.88,151823.6375
"7582",25,395,3170,1425934.38347,926104627.813,4662,897169.710945,2043592767.67,151885.636
"7599",193,403,1139,246566.008858,747489017.086,15441,2169803.70952,3282264497.41,152087.4864
"7603",22,394,673,819693.164624,781914542.069,19514,2269045.99455,2958449434.35,152144.8304
"7614",163,172,5807,2029951.87686,3143356248.5,10117,3003563.93521,3184286865.45,152239.4597
"7624",41,164,11123,820589.353485,977864406.906,4422,1353925.34857,1298060591.31,152385.4211
"7644",155,162,17884,2205895.39613,2768996075.97,4472,1087840.26405,1164200708.05,152662.6426
"7662",55,211,1864,258598.894036,986638704.338,22810,1003947.61376,1482326892.8,152732.5984
"7663",148,179,421,678967.659273,653775833.434,657,146939.477626,219121912.887,152749.62
"7678",149,158,3286,832440.708965,527986571.806,1567,214287.566148,559532664.465,152920.7489
"7696",159,395,5153,282045.166749,188168169.193,4662,897169.710945,2043592767.67,153116.2876
"7703",32,33,4122,815584.334193,1103268621.73,13956,2689645.37194,1798344837.1,153189.6674
"7725",43,170,920,329116.870826,556605641.277,9507,921322.489428,902943239.364,153424.8886
"7734",159,173,5153,282045.166749,188168169.193,1505,658235.945779,635414583.385,153488.9128
"7740",154,192,12648,996600.27872,1230838377.06,6804,254705.268791,468640572.712,153595.8161
"7744",29,153,17370,2752283.46207,1595089814.57,5038,635197.844155,774426440.254,153634.2807
"7779",149,179,3286,832440.708965,527986571.806,657,146939.477626,219121912.887,153958.3253
"7786",150,156,17952,3733456.30238,2413788748.91,11821,2108768.4648,2399304474.9,154032.1091
"7790",29,169,17370,2752283.46207,1595089814.57,11576,1654242.92381,2374629754,154036.4948
"7815",168,394,723,292231.105356,563366373.427,19514,2269045.99455,2958449434.35,154363.7945
"7819",393,398,12219,2180114.27068,2583118256.45,18273,2865499.78312,2853081750.53,154388.1916
"7822",152,163,4405,401341.364698,370814966.197,5807,2029951.87686,3143356248.5,154421.9649
"7833",52,203,3322,644082.819848,1222412983.43,4917,448622.339202,503930913.697,154493.8495
"7837",157,203,6444,762387.267075,2013881876.76,4917,448622.339202,503930913.697,154527.3893
"7838",151,403,22241,3147846.5546,2581405676.79,15441,2169803.70952,3282264497.41,154534.0277
"7843",162,393,4472,1087840.26405,1164200708.05,12219,2180114.27068,2583118256.45,154579.4011
"7874",31,149,7791,1386961.45355,1464916864.12,3286,832440.708965,527986571.806,154914.6452
"7896",31,172,7791,1386961.45355,1464916864.12,10117,3003563.93521,3184286865.45,155249.9975
"7913",161,168,14629,2385326.96972,2453624839.04,723,292231.105356,563366373.427,155423.6377
"7980",55,195,1864,258598.894036,986638704.338,2964,964286.576005,1065870641.82,156006.0665
"7996",154,394,12648,996600.27872,1230838377.06,19514,2269045.99455,2958449434.35,156224.1129
"7999",157,194,6444,762387.267075,2013881876.76,2623,483442.524083,707446827.694,156285.9589
"8014",156,175,11821,2108768.4648,2399304474.9,17187,2353037.01825,2922732511.91,156453.5351
"8024",55,177,1864,258598.894036,986638704.338,13356,809238.423438,1071549764.86,156541.1022
"8030",28,165,6049,644498.607186,451560914.395,4422,1834982.23088,1619720716.8,156651.2694
"8036",154,164,12648,996600.27872,1230838377.06,4422,1353925.34857,1298060591.31,156709.9737
"8038",28,156,6049,644498.607186,451560914.395,11821,2108768.4648,2399304474.9,156735.8805
"8042",162,172,4472,1087840.26405,1164200708.05,10117,3003563.93521,3184286865.45,156755.6044
"8048",149,162,3286,832440.708965,527986571.806,4472,1087840.26405,1164200708.05,156843.1672
"8050",31,173,7791,1386961.45355,1464916864.12,1505,658235.945779,635414583.385,156854.3504
"8060",53,151,4682,912665.799095,1487622720.29,22241,3147846.5546,2581405676.79,157027.3123
"8076",54,159,7496,1743542.55719,3588231108.57,5153,282045.166749,188168169.193,157154.0626
"8085",157,168,6444,762387.267075,2013881876.76,723,292231.105356,563366373.427,157213.8003
"8099",154,203,12648,996600.27872,1230838377.06,4917,448622.339202,503930913.697,157417.907
"8102",155,159,17884,2205895.39613,2768996075.97,5153,282045.166749,188168169.193,157437.2195
"8104",43,163,920,329116.870826,556605641.277,5807,2029951.87686,3143356248.5,157492.0527
"8109",53,61,4682,912665.799095,1487622720.29,8912,1517995.98185,1978683680.72,157553.642
"8110",159,172,5153,282045.166749,188168169.193,10117,3003563.93521,3184286865.45,157566.5768
"8116",50,162,10880,1109494.62789,1634992073.48,4472,1087840.26405,1164200708.05,157663.2404
"8119",61,194,8912,1517995.98185,1978683680.72,2623,483442.524083,707446827.694,157695.3023
"8123",171,398,8888,1865098.79141,1899080337.91,18273,2865499.78312,2853081750.53,157715.6811
"8130",152,191,4405,401341.364698,370814966.197,12392,851620.791604,1335617285.69,157758.0892
"8137",21,161,1267,568204.43722,755611618.824,14629,2385326.96972,2453624839.04,157847.5533
"8149",151,165,22241,3147846.5546,2581405676.79,4422,1834982.23088,1619720716.8,157997.6725
"8159",160,167,16718,2641165.17254,2206591411.82,1567,507664.349505,919263103.236,158109.8353
"8168",30,169,13119,4095857.55159,2386103901.41,11576,1654242.92381,2374629754,158199.2723
"8170",24,159,11400,1641291.23625,1203390876.26,5153,282045.166749,188168169.193,158201.5822
"8178",149,157,3286,832440.708965,527986571.806,6444,762387.267075,2013881876.76,158261.7366
"8182",21,398,1267,568204.43722,755611618.824,18273,2865499.78312,2853081750.53,158323.7715
"8194",54,154,7496,1743542.55719,3588231108.57,12648,996600.27872,1230838377.06,158434.8487
"8223",158,191,1567,214287.566148,559532664.465,12392,851620.791604,1335617285.69,158748.8611
"8226",55,403,1864,258598.894036,986638704.338,15441,2169803.70952,3282264497.41,158761.1444
"8227",26,156,3908,1385356.19187,944438320.092,11821,2108768.4648,2399304474.9,158773.8879
"8272",52,159,3322,644082.819848,1222412983.43,5153,282045.166749,188168169.193,159232.6507
"8280",52,161,3322,644082.819848,1222412983.43,14629,2385326.96972,2453624839.04,159283.4759
"8281",61,175,8912,1517995.98185,1978683680.72,17187,2353037.01825,2922732511.91,159291.2288
"8300",43,169,920,329116.870826,556605641.277,11576,1654242.92381,2374629754,159443.5637
"8301",52,59,3322,644082.819848,1222412983.43,2618,312023.509273,498690546.22,159444.68
"8334",148,160,421,678967.659273,653775833.434,16718,2641165.17254,2206591411.82,159737.2785
"8336",195,203,2964,964286.576005,1065870641.82,4917,448622.339202,503930913.697,159750.4026
"8342",150,190,17952,3733456.30238,2413788748.91,11327,1453769.54938,1253986034.33,159803.5822
"8344",153,177,5038,635197.844155,774426440.254,13356,809238.423438,1071549764.86,159817.109
"8347",151,190,22241,3147846.5546,2581405676.79,11327,1453769.54938,1253986034.33,159827.4895
"8350",151,163,22241,3147846.5546,2581405676.79,5807,2029951.87686,3143356248.5,159867.8221
"8381",159,403,5153,282045.166749,188168169.193,15441,2169803.70952,3282264497.41,160230.8284
"8384",151,179,22241,3147846.5546,2581405676.79,657,146939.477626,219121912.887,160247.2293
"8389",31,157,7791,1386961.45355,1464916864.12,6444,762387.267075,2013881876.76,160274.9974
"8396",51,208,4748,467952.886776,552135041.351,9352,1548478.95706,1780963677.62,160436.5383
"8431",160,177,16718,2641165.17254,2206591411.82,13356,809238.423438,1071549764.86,160759.2187
"8434",50,195,10880,1109494.62789,1634992073.48,2964,964286.576005,1065870641.82,160792.7174
"8442",155,211,17884,2205895.39613,2768996075.97,22810,1003947.61376,1482326892.8,160860.9207
"8451",26,31,3908,1385356.19187,944438320.092,7791,1386961.45355,1464916864.12,160946.324
"8453",158,175,1567,214287.566148,559532664.465,17187,2353037.01825,2922732511.91,160953.0843
"8471",160,190,16718,2641165.17254,2206591411.82,11327,1453769.54938,1253986034.33,161121.2795
"8476",177,196,13356,809238.423438,1071549764.86,3489,711644.720915,931211320.671,161153.2824
"8480",30,33,13119,4095857.55159,2386103901.41,13956,2689645.37194,1798344837.1,161202.2017
"8508",24,156,11400,1641291.23625,1203390876.26,11821,2108768.4648,2399304474.9,161440.029
"8525",174,398,2170,673784.609775,733950779.508,18273,2865499.78312,2853081750.53,161612.5942
"8534",30,159,13119,4095857.55159,2386103901.41,5153,282045.166749,188168169.193,161739.0403
"8565",192,204,6804,254705.268791,468640572.712,3405,633931.66063,1246649832.2,162032.855
"8574",161,170,14629,2385326.96972,2453624839.04,9507,921322.489428,902943239.364,162132.1994
"8575",31,53,7791,1386961.45355,1464916864.12,4682,912665.799095,1487622720.29,162142.0438
"8577",25,31,3170,1425934.38347,926104627.813,7791,1386961.45355,1464916864.12,162161.9191
"8606",55,158,1864,258598.894036,986638704.338,1567,214287.566148,559532664.465,162483.1105
"8625",32,158,4122,815584.334193,1103268621.73,1567,214287.566148,559532664.465,162683.2236
"8637",51,61,4748,467952.886776,552135041.351,8912,1517995.98185,1978683680.72,162759.3823
"8644",176,196,7281,994620.80025,1612982961.02,3489,711644.720915,931211320.671,162815.6059
"8648",54,165,7496,1743542.55719,3588231108.57,4422,1834982.23088,1619720716.8,162848.2367
"8658",162,392,4472,1087840.26405,1164200708.05,9776,1243583.09089,2738416862.82,162912.6285
"8661",50,151,10880,1109494.62789,1634992073.48,22241,3147846.5546,2581405676.79,162937.2632
"8663",50,55,10880,1109494.62789,1634992073.48,1864,258598.894036,986638704.338,162960.1122
"8671",153,203,5038,635197.844155,774426440.254,4917,448622.339202,503930913.697,163058.4362
"8697",398,403,18273,2865499.78312,2853081750.53,15441,2169803.70952,3282264497.41,163314.5332
"8706",21,155,1267,568204.43722,755611618.824,17884,2205895.39613,2768996075.97,163453.7052
"8718",51,162,4748,467952.886776,552135041.351,4472,1087840.26405,1164200708.05,163611.352
"8720",149,190,3286,832440.708965,527986571.806,11327,1453769.54938,1253986034.33,163619.8385
"8758",52,164,3322,644082.819848,1222412983.43,4422,1353925.34857,1298060591.31,163925.6043
"8762",155,163,17884,2205895.39613,2768996075.97,5807,2029951.87686,3143356248.5,163977.0666
"8783",53,196,4682,912665.799095,1487622720.29,3489,711644.720915,931211320.671,164243.7297
"8795",152,177,4405,401341.364698,370814966.197,13356,809238.423438,1071549764.86,164378.0921
"8799",26,159,3908,1385356.19187,944438320.092,5153,282045.166749,188168169.193,164421.3696
"8818",23,160,489,553095.217362,722734396.623,16718,2641165.17254,2206591411.82,164647.7584
"8824",178,212,6188,781232.492791,601116832.259,12839,2820052.67618,3728259662.3,164743.5396
"8830",161,167,14629,2385326.96972,2453624839.04,1567,507664.349505,919263103.236,164803.9836
"8834",61,163,8912,1517995.98185,1978683680.72,5807,2029951.87686,3143356248.5,164853.714
"8835",190,193,11327,1453769.54938,1253986034.33,1139,246566.008858,747489017.086,164856.5511
"8836",30,152,13119,4095857.55159,2386103901.41,4405,401341.364698,370814966.197,164859.1734
"8855",32,152,4122,815584.334193,1103268621.73,4405,401341.364698,370814966.197,165030.0893
"8856",160,178,16718,2641165.17254,2206591411.82,6188,781232.492791,601116832.259,165034.3422
"8862",30,393,13119,4095857.55159,2386103901.41,12219,2180114.27068,2583118256.45,165106.6622
"8863",158,178,1567,214287.566148,559532664.465,6188,781232.492791,601116832.259,165107.5961
"8899",191,204,12392,851620.791604,1335617285.69,3405,633931.66063,1246649832.2,165471.8565
"8904",32,156,4122,815584.334193,1103268621.73,11821,2108768.4648,2399304474.9,165505.5838
"8913",167,395,1567,507664.349505,919263103.236,4662,897169.710945,2043592767.67,165585.256
"8939",163,212,5807,2029951.87686,3143356248.5,12839,2820052.67618,3728259662.3,165853.2392
"8946",160,170,16718,2641165.17254,2206591411.82,9507,921322.489428,902943239.364,165967.8359
"8948",32,174,4122,815584.334193,1103268621.73,2170,673784.609775,733950779.508,166005.4979
"8952",24,395,11400,1641291.23625,1203390876.26,4662,897169.710945,2043592767.67,166022.5281
"8966",158,171,1567,214287.566148,559532664.465,8888,1865098.79141,1899080337.91,166169.4645
"8984",160,174,16718,2641165.17254,2206591411.82,2170,673784.609775,733950779.508,166340.7183
"9001",29,162,17370,2752283.46207,1595089814.57,4472,1087840.26405,1164200708.05,166528.5032
"9032",160,191,16718,2641165.17254,2206591411.82,12392,851620.791604,1335617285.69,166882.4867
"9038",158,170,1567,214287.566148,559532664.465,9507,921322.489428,902943239.364,166922.9754
"9039",41,170,11123,820589.353485,977864406.906,9507,921322.489428,902943239.364,166924.2958
"9050",154,175,12648,996600.27872,1230838377.06,17187,2353037.01825,2922732511.91,167007.4889
"9057",42,157,8402,438182.504918,468727696.46,6444,762387.267075,2013881876.76,167079.4632
"9062",27,162,13653,2093613.60365,1231105140.44,4472,1087840.26405,1164200708.05,167113.9986
"9065",179,211,657,146939.477626,219121912.887,22810,1003947.61376,1482326892.8,167118.398
